0,1,2,3
150,-19.3548387097,0.0,21.4285714286
151,-3.33333333333,4.16666666667,0.0
152,-16.6666666667,-20.0,41.6666666667
153,18.75,-16.0,3.0303030303
154,-16.2162162162,-5.88235294118,28.5714285714
155,-9.09090909091,10.5263157895,0.0
156,4.7619047619,-5.88235294118,4.54545454545
157,-11.1111111111,-3.0303030303,9.67741935484
158,0.0,-18.9189189189,43.75
159,0.0,-15.625,17.2413793103
160,-16.1290322581,2.85714285714,13.3333333333
161,11.1111111111,-4.16666666667,-4.16666666667
162,-3.33333333333,-13.7931034483,17.2413793103
163,-16.0,0.0,20.0
164,-18.5185185185,5.71428571429,12.0
165,0.0,0.0,0.0
166,-15.3846153846,-8.33333333333,23.0769230769
167,-17.3913043478,0.0,14.2857142857
168,-3.7037037037,0.0,3.22580645161
169,-17.2413793103,3.57142857143,16.0
170,-5.88235294118,-12.5,21.7391304348
171,-12.9032258065,0.0,13.7931034483
172,-11.1111111111,0.0,13.0434782609
173,0.0,-3.7037037037,3.44827586207
174,-17.1428571429,0.0,18.75
175,-6.89655172414,0.0,8.69565217391
176,-11.1111111111,21.7391304348,-7.14285714286
177,-23.0769230769,-10.3448275862,33.3333333333
178,-26.3157894737,-29.6296296296,72.2222222222
179,15.3846153846,-8.33333333333,0.0
180,-17.3913043478,-8.0,20.0
181,-6.89655172414,-3.57142857143,7.31707317073
182,-11.7647058824,13.3333333333,0.0
183,-13.3333333333,-3.57142857143,20.0
184,-16.6666666667,-4.16666666667,26.9230769231
185,8.33333333333,-12.1212121212,7.69230769231
186,-22.5806451613,19.0476190476,12.0
187,-5.26315789474,-3.125,5.55555555556
188,-5.0,12.0,-9.52380952381
189,-12.5,0.0,12.5
190,-17.2413793103,4.34782608696,14.2857142857
191,12.5,-18.1818181818,17.3913043478
192,4.34782608696,-15.0,9.09090909091
193,-37.5,-8.33333333333,32.0
194,-10.0,6.45161290323,5.0
195,-12.1212121212,-16.0,33.3333333333
196,-19.0476190476,-5.88235294118,21.4285714286
197,-11.7647058824,20.0,0.0
198,4.16666666667,-13.0434782609,7.14285714286
199,-28.0,-6.06060606061,39.1304347826
200,-4.34782608696,16.6666666667,-8.33333333333
201,-18.5185185185,-24.1379310345,54.5454545455
202,-3.125,-8.33333333333,19.0476190476
203,-12.5,-20.8333333333,25.8064516129
204,7.14285714286,-19.2307692308,10.7142857143
205,-19.2307692308,0.0,13.5135135135
206,-4.7619047619,3.57142857143,0.0
207,-14.2857142857,-10.0,23.8095238095
208,8.0,-9.09090909091,0.0
209,-3.57142857143,-21.0526315789,23.8095238095
210,-25.0,17.6470588235,14.2857142857
211,-14.7058823529,-11.4285714286,40.9090909091
212,-3.7037037037,-3.84615384615,10.5263157895
213,3.84615384615,-9.67741935484,8.0
214,2.7027027027,-25.0,30.4347826087
215,-14.2857142857,26.3157894737,0.0
216,-11.7647058824,9.09090909091,6.89655172414
217,-18.5185185185,-4.34782608696,30.0
218,29.1666666667,-22.2222222222,3.33333333333
219,-3.125,-16.0,19.2307692308
220,-35.2941176471,-12.0,60.0
221,0.0,-13.0434782609,11.5384615385
222,-10.3448275862,0.0,14.2857142857
223,-18.75,9.67741935484,10.3448275862
224,-7.69230769231,5.26315789474,3.22580645161
225,0.0,-11.7647058824,13.3333333333
226,-12.9032258065,11.5384615385,3.33333333333
227,-14.2857142857,-4.0,13.7931034483
228,-13.7931034483,7.40740740741,6.66666666667
229,-20.0,4.0,13.6363636364
230,-12.5,9.09090909091,3.84615384615
231,-10.3448275862,-4.16666666667,18.1818181818
232,0.0,-30.7692307692,47.0588235294
233,-19.4444444444,4.54545454545,23.0769230769
234,0.0,11.5384615385,-11.5384615385
235,-10.0,21.4285714286,-10.8108108108
236,-8.0,-12.0,23.8095238095
237,-19.2307692308,-11.1111111111,29.1666666667
238,0.0,-13.3333333333,16.6666666667
239,-8.0,0.0,8.0
240,0.0,-8.33333333333,7.69230769231
241,-17.3913043478,-22.2222222222,71.4285714286
242,-6.25,-4.16666666667,10.3448275862
243,-21.4285714286,-14.2857142857,39.1304347826
244,-19.3548387097,-26.9230769231,68.4210526316
245,9.09090909091,-8.69565217391,0.0
246,6.89655172414,-17.3913043478,8.0
247,9.09090909091,-19.2307692308,10.3448275862
248,-12.5,-4.16666666667,21.7391304348
249,-3.33333333333,-6.06060606061,9.67741935484
250,7.14285714286,-15.625,12.0
251,3.7037037037,-20.0,21.7391304348
252,4.0,-6.66666666667,2.85714285714
253,-14.2857142857,0.0,14.8148148148
254,-6.25,0.0,7.69230769231
255,-34.6153846154,11.1111111111,30.4347826087
256,-19.3548387097,3.7037037037,22.7272727273
257,-7.14285714286,3.44827586207,3.57142857143
258,-7.40740740741,-25.0,21.2121212121
259,-5.26315789474,-20.0,20.8333333333
260,0.0,-19.2307692308,16.6666666667
261,-16.0,16.1290322581,-4.16666666667
262,-18.1818181818,-18.5185185185,42.8571428571
263,-17.8571428571,-6.89655172414,26.9230769231
264,-2.77777777778,-17.3913043478,27.7777777778
265,-34.7826086957,0.0,34.7826086957
266,-13.6363636364,0.0,13.0434782609
267,-13.6363636364,-12.5,29.1666666667
268,0.0,-13.1578947368,15.1515151515
269,-13.6363636364,4.54545454545,9.09090909091
270,0.0,15.3846153846,-18.1818181818
271,-18.5185185185,3.84615384615,13.3333333333
272,-31.25,3.7037037037,32.1428571429
273,10.0,-12.9032258065,6.25
274,-30.4347826087,-13.0434782609,62.5
275,-9.67741935484,-26.0869565217,42.8571428571
276,-8.69565217391,0.0,7.69230769231
277,16.6666666667,-5.88235294118,-3.125
278,-6.45161290323,-13.5135135135,24.1379310345
279,-28.0,-3.125,42.1052631579
280,6.89655172414,-15.3846153846,9.09090909091
281,-31.0344827586,38.4615384615,-3.57142857143
282,0.0,-13.0434782609,13.6363636364
283,0.0,-25.641025641,43.4782608696
284,-5.55555555556,13.0434782609,-4.0
285,-4.54545454545,-31.0344827586,33.3333333333
286,0.0,-11.7647058824,20.0
287,-20.6896551724,-21.4285714286,42.8571428571
288,-16.6666666667,22.2222222222,0.0
289,-29.1666666667,-3.22580645161,44.4444444444
290,-7.69230769231,-20.5882352941,40.9090909091
291,-29.0322580645,17.6470588235,33.3333333333
292,-10.5263157895,6.66666666667,6.89655172414
293,-12.0,10.3448275862,0.0
294,-7.69230769231,0.0,8.69565217391
295,-8.0,3.7037037037,2.7027027027
296,0.0,9.09090909091,-8.57142857143
297,-19.0476190476,-3.57142857143,19.2307692308
298,-15.7894736842,0.0,14.2857142857
299,-25.9259259259,9.375,16.6666666667
300,-18.5185185185,18.1818181818,4.16666666667
301,-6.45161290323,4.34782608696,2.63157894737
302,0.0,0.0,0.0
303,-17.2413793103,-16.0,52.9411764706
304,-11.1111111111,0.0,12.5
305,-30.0,12.5,13.0434782609
306,0.0,-4.16666666667,3.57142857143
307,-29.0322580645,0.0,30.0
308,0.0,-3.57142857143,4.7619047619
309,0.0,13.0434782609,-11.5384615385
310,-15.625,-4.54545454545,20.0
311,16.0,-24.2424242424,15.3846153846
312,-4.16666666667,-5.40540540541,13.6363636364
313,-5.55555555556,-5.88235294118,8.33333333333
314,-9.375,-26.0869565217,40.9090909091
315,7.69230769231,-3.33333333333,0.0
316,-29.4117647059,0.0,23.8095238095
317,-8.69565217391,-25.0,50.0
318,-32.0,13.7931034483,19.0476190476
319,-12.5,-6.89655172414,16.6666666667
320,-4.7619047619,0.0,4.16666666667
321,-12.5,5.26315789474,14.2857142857
322,-12.0,-7.14285714286,23.8095238095
323,-14.7058823529,-5.55555555556,16.2162162162
324,-12.0,-21.6216216216,52.380952381
325,-10.3448275862,-6.25,15.625
326,4.0,-28.0,35.2941176471
327,-10.3448275862,4.7619047619,6.66666666667
328,-11.5384615385,4.0,5.55555555556
329,-10.7142857143,-4.34782608696,19.0476190476
330,-4.34782608696,-18.75,23.3333333333
331,-12.0,-15.625,40.0
332,-34.4827586207,-19.2307692308,68.1818181818
333,-14.2857142857,-17.7777777778,39.2857142857
334,-19.3548387097,-24.0,70.5882352941
335,-7.69230769231,-7.14285714286,16.0
336,-4.16666666667,-25.9259259259,28.5714285714
337,-18.75,0.0,17.6470588235
338,-16.6666666667,-4.0,16.2162162162
339,9.52380952381,-10.3448275862,3.44827586207
340,-5.26315789474,6.25,0.0
341,-9.09090909091,-15.625,31.8181818182
342,-10.0,-3.33333333333,14.8148148148
343,7.14285714286,-10.8108108108,8.69565217391
344,-13.3333333333,-4.16666666667,17.2413793103
345,-18.1818181818,-10.3448275862,25.7142857143
346,-4.16666666667,0.0,4.7619047619
347,-4.54545454545,-16.6666666667,16.6666666667
348,-3.7037037037,-13.6363636364,16.0
349,-20.0,4.0,10.7142857143
350,-14.8148148148,-3.84615384615,20.0
351,-37.5,12.5,33.3333333333
352,-23.5294117647,5.88235294118,11.1111111111
353,-3.84615384615,4.16666666667,0.0
354,7.40740740741,-13.7931034483,7.14285714286
355,-19.3548387097,3.7037037037,20.0
356,-12.0,-4.34782608696,13.7931034483
357,10.3448275862,-6.66666666667,-6.45161290323
358,0.0,0.0,0.0
359,-9.67741935484,-32.1428571429,54.5454545455
360,0.0,-10.3448275862,9.09090909091
361,-18.75,-13.0434782609,31.0344827586
362,-10.7142857143,-3.7037037037,22.2222222222
363,-4.0,-10.0,18.1818181818
364,-17.2413793103,7.69230769231,8.82352941176
365,-13.3333333333,-8.69565217391,28.5714285714
366,-29.1666666667,-3.84615384615,26.6666666667
367,-10.0,-10.7142857143,24.0
368,-9.52380952381,-6.66666666667,23.5294117647
369,-20.6896551724,21.0526315789,9.09090909091
370,-3.0303030303,-10.0,19.0476190476
371,-8.33333333333,7.69230769231,0.0
372,0.0,-3.22580645161,3.57142857143
373,0.0,4.34782608696,-3.125
374,-11.5384615385,-3.44827586207,11.1111111111
375,17.6470588235,-7.14285714286,-3.22580645161
376,0.0,-6.25,7.14285714286
377,-15.3846153846,0.0,13.3333333333
378,-15.7894736842,3.44827586207,8.0
379,-9.09090909091,-4.16666666667,13.6363636364
380,-17.6470588235,6.06060606061,11.7647058824
381,-20.0,23.5294117647,0.0
382,-24.1379310345,13.6363636364,12.1212121212
383,8.0,-8.0,0.0
384,-17.8571428571,-3.22580645161,25.0
385,4.34782608696,-8.33333333333,3.44827586207
386,-7.40740740741,-3.7037037037,15.0
387,-4.16666666667,-3.57142857143,8.0
388,11.7647058824,-13.6363636364,2.94117647059
389,-10.5263157895,-22.2222222222,34.7826086957
390,0.0,-50.0,61.1111111111
391,-30.7692307692,19.0476190476,17.3913043478
392,-6.89655172414,-10.3448275862,20.0
393,-6.89655172414,-4.7619047619,10.0
394,-4.16666666667,0.0,3.33333333333
395,4.54545454545,9.52380952381,-13.6363636364
396,0.0,-8.0,6.66666666667
397,-17.2413793103,22.2222222222,-5.55555555556
398,13.0434782609,-28.0,14.2857142857
399,3.84615384615,-3.57142857143,0.0
400,-23.0769230769,5.26315789474,35.7142857143
401,17.3913043478,5.55555555556,-15.1515151515
402,0.0,0.0,0.0
403,-15.3846153846,0.0,16.6666666667
404,-10.3448275862,-23.0769230769,29.0322580645
405,-24.1379310345,0.0,31.8181818182
406,0.0,0.0,0.0
407,-15.3846153846,-8.33333333333,24.0
408,-27.2727272727,-6.89655172414,27.5862068966
409,-9.375,24.1379310345,-13.3333333333
410,0.0,4.34782608696,-3.0303030303
411,-28.5714285714,-4.34782608696,19.4444444444
412,-18.1818181818,-13.3333333333,33.3333333333
413,-10.7142857143,-4.16666666667,14.8148148148
414,-6.45161290323,-6.89655172414,17.3913043478
415,-13.6363636364,4.7619047619,11.1111111111
416,-16.6666666667,25.0,3.0303030303
417,-30.7692307692,-4.0,42.8571428571
418,-11.1111111111,-26.0869565217,42.1052631579
419,-30.303030303,18.5185185185,17.8571428571
420,-12.9032258065,22.7272727273,-3.7037037037
421,-6.66666666667,-5.0,12.0
422,-20.0,-3.44827586207,18.75
423,-20.6896551724,3.57142857143,21.7391304348
424,-33.3333333333,-10.5263157895,52.6315789474
425,-14.2857142857,-3.22580645161,25.0
426,-17.6470588235,42.1052631579,-6.06060606061
427,-10.5263157895,11.1111111111,-3.125
428,-21.2121212121,0.0,35.0
429,-23.3333333333,0.0,25.0
430,-25.0,4.16666666667,35.2941176471
431,-9.09090909091,0.0,6.66666666667
432,0.0,0.0,0.0
433,0.0,-12.1212121212,19.0476190476
434,-12.0,-11.1111111111,23.0769230769
435,3.84615384615,-13.7931034483,14.2857142857
436,-22.7272727273,23.5294117647,5.26315789474
437,0.0,-27.2727272727,26.0869565217
438,-3.22580645161,-16.0,25.0
439,-19.3548387097,8.0,17.3913043478
440,-10.3448275862,-3.57142857143,17.3913043478
441,-17.2413793103,-3.7037037037,28.5714285714
442,-4.34782608696,-9.09090909091,7.89473684211
443,-18.5185185185,19.3548387097,-3.0303030303
444,-11.7647058824,-25.0,37.9310344828
445,-14.8148148148,10.0,9.52380952381
446,-12.9032258065,12.5,5.88235294118
447,3.57142857143,-19.3548387097,15.1515151515
448,-11.1111111111,-20.8333333333,30.4347826087
449,-12.5,0.0,17.3913043478
450,-7.40740740741,5.26315789474,3.57142857143
451,-13.3333333333,-7.14285714286,21.7391304348
452,2.77777777778,-11.1111111111,3.125
453,16.0,-16.6666666667,7.69230769231
454,-13.7931034483,12.0,4.0
455,-20.0,0.0,20.8333333333
456,-6.66666666667,-11.5384615385,18.1818181818
457,-27.2727272727,11.5384615385,26.0869565217
458,-6.06060606061,-28.5714285714,41.6666666667
459,6.25,-10.7142857143,8.33333333333
460,-4.34782608696,-19.0476190476,21.7391304348
461,-11.7647058824,-9.67741935484,19.2307692308
462,-17.8571428571,-5.26315789474,28.5714285714
463,9.52380952381,-11.1111111111,4.0
464,14.2857142857,-10.7142857143,0.0
465,-16.0,20.0,0.0
466,-14.7058823529,-6.45161290323,20.0
467,-13.7931034483,-4.54545454545,23.0769230769
468,-14.8148148148,18.1818181818,0.0
469,0.0,4.16666666667,-4.16666666667
470,-16.6666666667,0.0,17.3913043478
471,10.0,-16.6666666667,10.0
472,13.0434782609,6.66666666667,-16.6666666667
473,-18.75,4.34782608696,19.2307692308
474,-28.5714285714,-12.5,51.8518518519
475,-10.7142857143,18.1818181818,-3.22580645161
476,-23.0769230769,36.8421052632,-3.44827586207
477,-22.7272727273,6.66666666667,13.7931034483
478,-3.7037037037,-2.85714285714,8.0
479,-12.1212121212,4.34782608696,21.4285714286
480,4.0,-17.3913043478,14.2857142857
481,-4.16666666667,-10.7142857143,15.3846153846
482,-23.8095238095,-10.0,23.3333333333
483,-8.0,5.88235294118,4.16666666667
484,-10.0,-22.7272727273,44.4444444444
485,-5.0,0.0,3.0303030303
486,-14.2857142857,4.54545454545,21.0526315789
487,-3.84615384615,-13.3333333333,15.625
488,-6.66666666667,10.7142857143,-4.34782608696
489,0.0,-14.2857142857,20.0
490,-15.3846153846,6.66666666667,13.0434782609
491,-16.0,13.0434782609,3.84615384615
492,-7.40740740741,-12.0,25.0
493,-7.14285714286,-9.375,17.2413793103
494,0.0,0.0,0.0
495,-19.0476190476,-4.16666666667,45.4545454545
496,-14.2857142857,0.0,9.375
497,-11.1111111111,-5.26315789474,19.2307692308
498,-16.6666666667,8.33333333333,8.33333333333
499,-11.7647058824,0.0,8.33333333333
500,-21.7391304348,-5.0,31.5789473684
